"ProbeSet","Chr","Mb"
"10438427","16","19.530073"
"10438429","16","19.566033"
"10438431","16","19.605818"
"10438433","16","19.62425"
"10438435","16","19.653479"
"10438442","16","19.876786"
"10438445","16","19.94659"
"10438454","16","20.176798"
"10438456","16","20.235321"
"10438460","16","20.279891"
"10438468","16","20.30846"
"10438478","16","20.331376"
"10438515","16","20.545988"
"10438517","16","20.605545"
"10438527","16","20.619294"
"10438530","16","20.703037"
"10438555","16","20.724527"
"10438564","16","20.822162"
"10438567","16","21.152742"
"10438570","16","21.333045"
"10438572","16","21.649113"
"10438575","16","21.76136"
"10438583","16","21.84112"
"10438585","16","21.934399"
"10438592","16","21.955444"
"10438603","16","22.059128"
"10438621","16","22.245814"
"10438626","16","22.381386"
"10438639","16","22.468519"
"10438666","16","22.68542"
"10438668","16","22.80522"
"10438672","16","22.813288"
"10438681","16","22.985927"
"10438690","16","23.114006"
"10438702","16","23.22031"
"10438708","16","23.44949"
"10438726","16","23.717255"
"10438730","16","23.889665"
"10438733","16","23.925634"
"10438738","16","23.965138"
"10438749","16","24.406441"
"10438751","16","25.702728"
"10438753","16","25.960409"
"10438769","16","26.356737"
"10438778","16","26.504938"
"10438784","16","26.957321"
"10438791","16","27.353397"
"10438801","16","28.160184"
"10438813","16","28.600021"
"10438815","16","28.826262"
"10438822","16","29.232"
"10438854","16","29.396127"
"10438889","16","29.813776"
"10438891","16","29.958013"
"10438899","16","30.256467"
"10438904","16","30.26939"
"10438907","16","30.307779"
"10438909","16","30.313825"
"10438911","16","30.31579"
"10438942","16","30.511941"
"10438959","16","30.56058"
"10438975","16","30.955711"
"10438980","16","31.092499"
"10439005","16","31.251623"
"10439009","16","31.296278"
"10439016","16","31.377718"
"10439018","16","31.947857"
"10439021","16","31.962592"
"10439032","16","32.017949"
"10439049","16","32.084506"
"10439058","16","32.142907"
"10439063","16","32.230198"
"10439068","16","32.475615"
"10439080","16","32.591192"
"10439084","16","32.666507"
"10439087","16","32.786125"
"10439092","16","32.821793"
"10439114","16","33.015471"
"10439126","16","33.940654"
"10439130","16","33.955098"
"10439138","16","33.975623"
"10439204","16","34.006677"
"10439206","16","35.234888"
"10439208","16","35.311217"
"10439216","16","35.387922"
"10439218","16","35.397398"
"10439237","16","35.573403"
"10439239","16","35.694989"
"10439249","16","35.83296"
"10439268","16","35.926597"
"10439276","16","36.04279"
"10439282","16","36.12003"
"10439285","16","36.195324"
"10439287","16","36.23569"
"10439289","16","36.321751"
"10439292","16","36.359468"
"10439296","16","36.404033"
"10439299","16","36.450623"
"10439303","16","36.49378"
"10439312","16","36.603955"
"10439321","16","36.750267"
"10439346","16","36.79297"
"10439357","16","36.963546"
"10439362","16","37.115742"
"10439392","16","37.509881"
"10439398","16","37.647688"
"10439402","16","37.696852"
"10439404","16","37.854363"
"10439409","16","38.087688"
"10439411","16","38.248437"
"10439424","16","38.298181"
"10439442","16","38.396203"
"10439455","16","38.444114"
"10439463","16","38.498433"
"10439471","16","38.525229"
"10439483","16","38.598456"
"10439498","16","38.748827"
"10439500","16","38.773297"
"10439509","16","38.812318"
"10439514","16","42.248665"
"10439520","16","42.796852"
"10439523","16","43.345998"
"10439527","16","43.649114"
"10439532","16","43.86152"
"10439542","16","43.969259"
"10439547","16","43.980468"
"10439566","16","44.085517"
"10439583","16","44.240293"
"10439612","16","44.485157"
"10439634","16","44.738984"
"10439642","16","45.139686"
"10439651","16","45.382231"
"10439660","16","45.416868"
"10439667","16","45.626961"
"10439675","16","45.65643"
"10439695","16","45.711343"
"10439701","16","45.73003"
"10439710","16","45.746356"
"10439732","16","45.860511"
"10439742","16","46.01818"
"10439744","16","46.035735"
"10439762","16","46.153094"
"10439766","16","46.395118"
"10439780","16","48.122185"
"10439788","16","48.410419"
"10439790","16","48.732023"
"10439798","16","48.925992"
"10439830","16","48.943112"
"10439832","16","49.296761"
"10439835","16","49.412151"
"10439837","16","49.549104"
"10439845","16","49.929391"
"10439848","16","50.019769"
"10439854","16","50.195893"
"10439874","16","50.589972"
"10439878","16","50.665118"
"10439881","16","50.719412"
"10439885","16","50.920655"
"10439887","16","51.016637"
"10439889","16","51.30144"
"10439891","16","51.362584"
"10439895","16","52.251003"
"10439915","16","53.404199"
"10439917","16","55.225288"
"10439932","16","55.594895"
"10439934","16","55.715315"
"10439936","16","55.811491"
"10439955","16","55.844298"
"10439960","16","55.902376"
"10439974","16","55.940431"
"10439976","16","55.973388"
"10439980","16","56.015621"
"10439985","16","56.033383"
"10439989","16","56.035866"
"10439991","16","56.690445"
"10440002","16","56.724722"
"10440019","16","56.805274"
"10440028","16","57.038748"
"10440037","16","57.156621"
"10440050","16","57.168975"
"10440070","16","57.266252"
"10440077","16","57.302113"
"10440091","16","57.624369"
"10440097","16","57.715451"
"10440099","16","58.468238"
"10440118","16","58.529743"
"10440120","16","58.613799"
"10440125","16","58.63537"
"10440131","16","58.717548"
"10440134","16","58.760347"
"10440136","16","58.796575"
"10440138","16","58.82358"
"10440141","16","58.872045"
"10440143","16","58.889085"
"10440145","16","58.915508"
"10440147","16","58.925383"
"10440149","16","59.026802"
"10440151","16","59.035606"
"10440154","16","59.050222"
"10440156","16","59.073981"
"10440158","16","59.085378"
"10440160","16","59.09789"
"10440162","16","59.109505"
"10440164","16","59.118974"
"10440166","16","59.167036"
"10440168","16","59.185382"
"10440170","16","59.20133"
"10440172","16","59.215511"
"10440174","16","59.268565"
"10440176","16","59.283398"
"10440178","16","59.314314"
"10440180","16","59.328416"
"10440182","16","59.344605"
"10440184","16","59.361125"
"10440186","16","59.491922"
"10440206","16","59.612775"
"10440216","16","59.653309"
"10440236","16","61.372853"
"10440238","16","62.732271"
"10440246","16","62.793511"
"10440258","16","63.543362"
"10440279","16","64.477636"
"10440284","16","64.765558"
"10440288","16","64.780173"
"10440292","16","64.786251"
"10440300","16","64.917805"
"10440302","16","64.924555"
"10440307","16","65.539373"
"10440314","16","66.661319"
"10440329","16","67.443376"
"10440333","16","69.857207"
"10440338","16","70.382064"
"10440340","16","72.264527"
"10440342","16","73.423038"
"10440344","16","73.892551"
"10440376","16","75.540759"
"10440388","16","75.755433"
"10440393","16","75.859038"
"10440406","16","76.290146"
"10440414","16","76.403437"
"10440417","16","77.421528"
"10440419","16","78.360013"
"10440425","16","78.423975"
"10440427","16","78.543775"
"10440433","16","78.953253"
"10440463","16","79.914705"
"10440465","16","81.261943"
"10440467","16","83.371496"
"10440469","16","84.513293"
"10440471","16","84.717823"
"10440483","16","84.828111"
"10440488","16","84.893677"
"10440491","16","84.954688"
"10440513","16","85.456477"
"10440522","16","85.794072"
"10440534","16","85.862665"
"10440543","16","87.378913"
"10440550","16","87.394767"
"10440552","16","87.397399"
"10440554","16","87.398032"
"10440556","16","87.398897"
"10440558","16","87.400258"
"10440560","16","87.400574"
"10440562","16","87.402271"
"10440564","16","87.404251"
"10440566","16","87.405771"
"10440568","16","87.408945"
"10440570","16","87.409547"
"10440572","16","87.410552"
"10440574","16","87.411864"
"10440576","16","87.41262"
"10440578","16","87.413433"
"10440591","16","87.419154"
"10440593","16","87.433576"
"10440600","16","87.483572"
"10440617","16","87.54932"
"10440619","16","87.621259"
"10440621","16","87.896142"
"10440643","16","88.506052"
"10440647","16","88.561071"
"10440651","16","88.611735"
"10440653","16","88.619355"
"10440655","16","88.627289"
"10440657","16","88.647069"
"10440661","16","88.682346"
"10440664","16","88.707628"
"10440666","16","88.750989"
"10440669","16","88.773426"
"10440673","16","88.825535"
"10440677","16","88.869163"
"10440681","16","88.87391"
"10440685","16","88.877758"
"10440690","16","88.885002"
"10440694","16","88.896213"
"10440698","16","88.924295"
"10440700","16","88.932049"
"10440704","16","88.962549"
"10440708","16","88.981792"
"10440711","16","89.041166"
"10440713","16","89.047545"
"10440717","16","89.063953"
"10440719","16","89.366184"
"10440721","16","89.403272"
"10440724","16","89.419568"
"10440727","16","89.487967"
"10440729","16","89.508244"
"10440731","16","89.570833"
"10440734","16","89.733066"
"10440738","16","89.787356"
"10440770","16","90.229196"
"10440794","16","90.714919"
"10440800","16","90.752254"
"10440840","16","90.926056"
"10440849","16","90.938485"
"10440881","16","91.015021"
"10440903","16","91.05418"
"10440909","16","91.075937"
"10440911","16","91.113902"
"10440914","16","91.170444"
"10440916","16","91.349887"
"10440918","16","91.574753"
"10440926","16","91.615959"
"10440929","16","91.62164"
"10440953","16","91.67951"
"10440964","16","91.689569"
"10440977","16","91.925466"
"10440985","16","92.319008"
"10440989","16","92.346246"
"10440993","16","92.392196"
"10441003","16","92.603901"
"10441017","16","93.583702"
"10441032","16","93.919278"
"10441038","16","94.350912"
"10441053","16","94.390908"
"10441055","16","94.58037"
"10441064","16","94.719395"
"10441073","16","94.97029"
"10441091","16","94.97233"
"10441093","16","95.581811"
"10441107","16","96.20154"
"10441115","16","96.214054"
"10441161","16","96.342225"
"10441167","16","96.380013"
"10441178","16","96.643895"
"10441195","16","96.814339"
"10441231","16","97.578632"
"10441233","16","97.668644"
"10441244","16","97.692572"
"10441254","16","97.786289"
"10441270","16","97.96354"
"10441280","16","98.013485"
"10441313","16","98.076823"
"10441330","16","98.168997"
"10441339","16","98.288922"
"10441342","17","3.056687"
"10441344","17","3.114972"
"10441359","17","3.308941"
"10441361","17","3.326573"
"10441392","17","3.532564"
"10441394","17","4.67802"
"10441396","17","4.880626"
"10441398","17","4.94185"
"10441400","17","4.995105"
"10441422","17","5.492557"
"10441436","17","5.841364"
"10441456","17","5.941403"
"10441489","17","6.079852"
"10441494","17","6.106888"
"10441497","17","6.138744"
"10441509","17","6.253903"
"10441511","Un","1.0"
"10441530","17","6.631731"
"10441539","17","7.183209"
"10441554","17","7.223623"
"10441556","17","7.229019"
"10441565","17","7.374464"
"10441588","17","7.529046"
"10441601","17","8.118885"
"10441610","17","8.138675"
"10441620","17","8.358385"
"10441633","17","8.429077"
"10441642","17","8.476675"
"10441646","17","8.503967"
"10441657","17","8.533271"
"10441660","17","8.589494"
"10441669","17","8.627288"
"10441680","17","8.99461"
"10441706","17","9.181226"
"10441718","17","11.03325"
"10441740","17","12.31215"
"10441751","17","12.549342"
"10441753","17","12.571474"
"10441774","17","12.777055"
"10441787","17","12.934268"
"10441791","17","13.008797"
"10441794","17","13.0689"
"10441797","17","13.109331"
"10441811","17","13.112451"
"10441813","17","13.115656"
"10441815","17","13.200705"
"10441824","17","13.25397"
"10441856","17","13.398485"
"10441858","17","13.414054"
"10441862","17","13.427761"
"10441864","17","13.897606"
"10441899","17","14.08538"
"10441902","17","14.416542"
"10441917","17","14.550497"
"10441919","17","15.080189"
"10441923","17","15.147201"
"10441933","17","15.178579"
"10441952","17","15.190178"
"10441954","17","15.226703"
"10441956","17","15.53321"
"10441973","17","15.636852"
"10441987","17","15.841938"
"10442025","17","16.151844"
"10442027","17","16.984359"
"10442030","17","17.026319"
"10442032","17","17.088503"
"10442037","17","17.142094"
"10442052","17","17.431407"
"10442057","17","17.511536"
"10442069","17","17.539636"
"10442075","17","17.849004"
"10442081","17","17.967152"
"10442083","17","17.967316"
"10442085","17","17.967767"
"10442087","17","17.968028"
"10442098","17","18.024788"
"10442104","17","18.158697"
"10442106","17","18.222114"
"10442112","17","18.441989"
"10442115","17","18.718664"
"10442120","17","19.414301"
"10442123","17","19.44099"
"10442125","17","19.53073"
"10442127","17","19.572556"
"10442134","17","20.493301"
"10442139","17","20.556137"
"10442141","17","20.639263"
"10442143","17","20.707326"
"10442145","17","20.824472"
"10442147","17","20.872064"
"10442149","17","20.951459"
"10442151","17","20.983515"
"10442153","17","21.070558"
"10442155","17","21.082418"
"10442172","17","21.145938"
"10442177","17","21.289601"
"10442182","17","21.36579"
"10442184","17","21.397391"
"10442187","17","21.423497"
"10442191","17","21.450927"
"10442194","17","21.52071"
"10442199","17","21.560191"
"10442206","17","21.587331"
"10442211","17","21.616662"
"10442219","17","21.672503"
"10442224","17","21.704008"
"10442231","17","21.794171"
"10442236","17","21.827733"
"10442238","17","21.828827"
"10442240","17","21.844702"
"10442250","17","21.879496"
"10442254","17","21.945153"
"10442256","17","22.001263"
"10442258","17","22.099725"
"10442262","17","22.49842"
"10442270","17","22.561226"
"10442279","17","22.740282"
"10442283","17","22.826738"
"10442285","17","22.87193"
"10442288","17","23.080217"
"10442292","17","23.094966"
"10442294","17","23.482603"
"10442300","17","23.652465"
"10442302","17","23.737823"
"10442311","17","23.797487"
"10442321","17","23.810575"
"10442327","17","23.816332"
"10442331","17","23.863303"
"10442341","17","23.940193"
"10442357","17","23.990739"
"10442363","17","24.005025"
"10442370","17","24.017546"
"10442373","17","24.035689"
"10442375","17","24.054425"
"10442378","17","24.078963"
"10442381","17","24.17521"
"10442391","17","24.212339"
"10442393","17","24.345806"
"10442396","17","24.488991"
"10442435","17","24.55162"
"10442445","17","24.563628"
"10442454","17","24.60738"
"10442458","17","24.610829"
"10442468","17","24.625728"
"10442493","17","24.665421"
"10442495","17","24.686779"
"10442542","17","24.769655"
"10442549","17","24.806678"
"10442565","17","24.833219"
"10442580","17","24.857052"
"10442584","17","24.86527"
"10442596","17","24.873587"
"10442603","17","24.889948"
"10442606","17","24.966014"
"10442616","17","24.987492"
"10442625","17","25.015715"
"10442629","17","25.023656"
"10442638","17","25.032065"
"10442643","17","25.033445"
"10442649","17","25.073247"
"10442651","17","25.153668"
"10442683","17","25.257722"
"10442691","17","25.270339"
"10442719","17","25.300054"
"10442736","17","25.321554"
"10442739","17","25.325361"
"10442752","17","25.377144"
"10442762","17","25.435339"
"10442769","17","25.443057"
"10442771","17","25.445591"
"10442779","17","25.457228"
"10442786","17","25.502318"
"10442801","17","25.507529"
"10442807","17","25.608535"
"10442816","17","25.716132"
"10442827","17","25.841994"
"10442829","17","25.854169"
"10442834","17","25.864696"
"10442840","17","25.872974"
"10442857","17","25.910745"
"10442870","17","25.923591"
"10442887","17","25.95336"
"10442893","17","25.960593"
"10442904","17","25.965961"
"10442914","17","26.01246"
"10442922","17","26.038807"
"10442924","17","26.088417"
"10442932","17","26.250262"
"10442948","17","26.260467"
"10442954","17","26.275679"
"10442968","17","26.339921"
"10442986","17","26.389855"
"10443000","17","26.55191"
"10443007","17","26.580418"
"10443009","17","26.698457"
"10443021","17","26.813341"
"10443027","17","26.852595"
"10443039","17","26.918036"
"10443047","17","27.054036"
"10443063","17","27.070072"
"10443080","17","27.081577"
"10443087","17","27.089274"
"10443089","17","27.089507"
"10443091","17","27.093928"
"10443095","17","27.094363"
"10443108","17","27.098014"
"10443110","17","27.099859"
"10443112","17","27.110124"
"10443117","17","27.154996"
"10443120","17","27.162282"
"10443122","17","27.165778"
"10443131","17","27.194481"
"10443191","17","27.480276"
"10443193","17","27.667012"
"10443195","17","27.693527"
"10443199","17","27.702057"
"10443201","17","27.792588"
"10443215","17","27.977032"
"10443221","17","27.993441"
"10443244","17","28.046285"
"10443276","17","28.279471"
"10443301","17","28.314152"
"10443319","17","28.344723"
"10443332","17","28.369699"
"10443344","17","28.424406"
"10443346","17","28.450507"
"10443360","17","28.465544"
"10443367","17","28.660226"
"10443369","17","28.667806"
"10443378","17","28.68643"
"10443383","17","28.712677"
"10443391","17","28.828287"
"10443408","17","28.906293"
"10443421","17","28.94291"
"10443438","17","28.995356"
"10443449","17","29.089422"
"10443459","17","29.169618"
"10443463","17","29.23072"
"10443470","17","29.272001"
"10443479","17","29.291349"
"10443482","17","29.405896"
"10443492","17","29.445042"
"10443494","17","29.455827"
"10443506","17","29.497859"
"10443527","17","29.627757"
"10443535","17","29.686747"
"10443550","17","29.751776"
"10443561","17","29.797546"
"10443589","17","30.142032"
"10443596","17","30.622456"
"10443598","17","30.761299"
"10443690","17","31.038812"
"10443704","17","31.091624"
"10443730","17","31.194643"
"10443749","17","31.345064"
"10443764","17","31.432428"
"10443786","17","31.523196"
"10443808","17","31.657095"
"10443814","17","31.694176"
"10443817","17","31.701746"
"10443830","17","31.81489"
"10443836","17","32.173107"
"10443852","17","32.539967"
"10443854","17","32.589668"
"10443869","17","32.673514"
"10443876","17","32.75864"
"10443885","17","32.799084"
"10443898","17","32.822604"
"10443912","17","33.102787"
"10443918","17","33.130084"
"10443926","17","33.226312"
"10443933","17","33.28145"
"10443940","17","33.426509"
"10443946","17","33.569844"
"10443949","17","33.661169"
"10443980","17","33.692664"
"10444008","17","33.766047"
"10444016","17","33.775085"
"10444028","17","33.947468"
"10444041","17","33.961536"
"10444046","17","33.980036"
"10444056","17","34.046443"
"10444066","17","34.053143"
"10444068","17","34.056423"
"10444079","17","34.066839"
"10444098","17","34.077668"
"10444114","17","34.092757"
"10444135","17","34.118437"
"10444137","17","34.168797"
"10444152","17","34.176382"
"10444218","17","34.22156"
"10444223","17","34.229377"
"10444229","17","34.272573"
"10444236","17","34.282172"
"10444244","17","34.324675"
"10444258","17","34.334931"
"10444268","17","34.341159"
"10444284","17","34.379381"
"10444291","17","34.400185"
"10444298","17","34.442812"
"10444306","17","34.46262"
"10444312","17","34.491767"
"10444320","17","34.514097"
"10444332","17","34.535765"
"10444352","17","34.70124"
"10444386","17","34.726769"
"10444394","17","34.729223"
"10444407","17","34.734807"
"10444420","17","34.74282"
"10444431","17","34.766631"
"10444436","17","34.781828"
"10444439","17","34.784091"
"10444459","17","34.80748"
"10444496","17","34.974028"
"10444505","17","34.987336"
"10444521","17","35.031504"
"10444524","17","35.035444"
"10444554","17","35.051425"
"10444578","17","35.068259"
"10444587","17","35.094564"
"10444589","17","35.106135"
"10444591","17","35.109677"
"10444595","17","35.118825"
"10444605","17","35.138078"
"10444637","17","35.153524"
"10444656","17","35.186163"
"10444658","17","35.187188"
"10444665","17","35.19603"
"10444674","17","35.20427"
"10444680","17","35.213887"
"10444685","17","35.226236"
"10444708","17","35.245245"
"10444713","17","35.258482"
"10444717","17","35.26406"
"10444719","17","35.272187"
"10444747","17","35.317491"
"10444752","17","35.331467"
"10444756","17","35.373541"
"10444761","17","35.378759"
"10444778","17","35.38412"
"10444780","17","35.40005"
"10444788","17","35.45735"
"10444800","17","35.472799"
"10444802","17","35.479278"
"10444810","17","35.495942"
"10444814","17","35.516562"
"10444821","17","35.531044"
"10444824","17","35.561822"
"10444830","17","35.5761"
"10444841","17","35.607034"
"10444853","17","35.642996"
"10444858","17","35.654121"
"10444879","17","35.670185"
"10444883","17","35.689073"
"10444886","17","35.70443"
"10444890","17","35.958629"
"10444895","17","35.960292"
"10444911","17","35.98138"
"10444927","17","35.998263"
"10444932","17","36.002538"
"10444936","17","36.016764"
"10444957","17","36.053943"
"10444978","17","36.116869"
"10444991","17","36.179906"
"10444995","17","36.258775"
"10444997","17","36.28222"
"10445006","17","36.315966"
"10445008","17","36.362945"
"10445010","17","36.68402"
"10445016","17","36.695233"
"10445022","17","36.909855"
"10445027","17","36.949116"
"10445033","17","36.974129"
"10445046","17","37.006519"
"10445053","17","37.035063"
"10445061","17","37.079853"
"10445067","17","37.095537"
"10445071","17","37.139487"
"10445078","17","37.182911"
"10445107","17","37.2508"
"10445109","17","37.312458"
"10445112","17","37.330507"
"10445117","17","37.362036"
"10445119","17","37.407179"
"10445127","17","37.499053"
"10445129","17","37.519452"
"10445131","17","37.531475"
"10445133","17","37.542495"
"10445135","17","37.582468"
"10445137","17","37.603153"
"10445139","17","37.635598"
"10445141","17","37.666924"
"10445143","17","37.799311"
"10445145","17","37.80897"
"10445147","17","37.833609"
"10445151","17","37.862944"
"10445153","17","37.885811"
"10445156","17","37.932391"
"10445158","17","37.942014"
"10445161","17","37.971856"
"10445165","17","37.987539"
"10445167","17","38.040493"
"10445169","17","38.060513"
"10445172","17","38.204118"
"10445174","17","38.285535"
"10445176","17","38.312031"
"10445178","17","38.345114"
"10445181","17","38.411718"
"10445183","17","38.472104"
"10445185","17","39.983318"
"10445187","17","40.735596"
"10445192","17","40.948098"
"10445205","17","40.990985"
"10445214","17","41.071656"
"10445229","17","41.237984"
"10445232","17","42.453599"
"10445235","17","42.546198"
"10445237","17","42.639332"
"10445239","17","42.864122"
"10445241","17","43.153504"
"10445251","17","43.407278"
"10445268","17","43.540901"
"10445291","17","43.591204"
"10445293","17","43.7054"
"10445308","17","43.804374"
"10445323","17","43.835312"
"10445325","17","43.9388"
"10445338","17","44.215818"
"10445347","17","44.271849"
"10445357","17","44.872794"
"10445360","17","44.91412"
"10445373","17","45.573595"
"10445376","17","45.602704"
"10445378","17","45.627944"
"10445380","17","45.64379"
"10445407","17","45.670002"
"10445412","17","45.692486"
"10445422","17","45.700913"
"10445428","17","45.757595"
"10445430","17","45.823321"
"10445434","17","46.247944"
"10445442","17","46.29802"
"10445458","17","46.339731"
"10445494","17","46.36848"
"10445496","17","46.385042"
"10445507","17","46.391294"
"10445514","17","46.43437"
"10445528","17","46.487244"
"10445531","17","46.523689"
"10445542","17","46.540824"
"10445544","17","46.565891"
"10445558","17","46.633717"
"10445565","17","46.783197"
"10445574","17","46.787287"
"10445601","17","46.818058"
"10445607","17","46.848412"
"10445627","17","46.909584"
"10445629","17","47.02757"
"10445633","17","47.047434"
"10445638","17","47.1471"
"10445640","17","47.277891"
"10445664","17","47.423903"
"10445670","17","47.505841"
"10445674","17","47.54718"
"10445678","17","47.573588"
"10445688","17","47.64208"
"10445695","17","47.748545"
"10445702","17","47.767639"
"10445710","17","47.832156"
"10445718","17","47.863791"
"10445729","17","47.874056"
"10445741","8","126.110142"
"10445743","17","48.226587"
"10445746","17","48.371936"
"10445753","17","48.386944"
"10445758","17","48.403661"
"10445767","17","48.439265"
"10445774","17","48.455487"
"10445781","17","48.485726"
"10445789","17","48.499241"
"10445796","17","48.549405"
"10445803","17","48.594248"
"10445816","17","49.071704"
"10445824","17","49.432067"
"10445826","17","49.567767"
"10445839","17","49.754461"
"10445855","17","49.971466"
"10445865","17","50.378729"
"10445867","17","50.648728"
"10445875","17","50.83785"
"10445877","17","51.989564"
"10445879","17","52.74213"
"10445891","17","53.336409"
"10445894","17","53.493835"
"10445896","17","53.551481"
"10445898","17","53.618559"
"10445909","17","53.70664"
"10445926","17","53.855834"
"10445935","17","53.913895"
"10445941","17","55.387028"
"10445944","17","55.585015"
"10445953","17","55.889298"
"10445972","17","56.031516"
"10445977","17","56.092046"
"10445983","17","56.098597"
"10445992","17","56.109906"
"10446001","17","56.125934"
"10446013","17","56.148654"
"10446027","17","56.179839"
"10446044","17","56.21908"
"10446063","17","56.301988"
"10446066","17","56.381139"
"10446069","17","56.382411"
"10446071","17","56.396245"
"10446074","17","56.442527"
"10446084","17","56.465515"
"10446109","17","56.724585"
"10446131","17","56.752839"
"10446136","17","56.775764"
"10446149","17","56.81268"
"10446166","17","56.857204"
"10446172","17","56.904201"
"10446190","17","57.014926"
"10446207","17","57.129728"
"10446214","17","57.136762"
"10446220","17","57.152018"
"10446224","17","57.201624"
"10446229","17","57.244808"
"10446235","17","57.388876"
"10446253","17","57.418538"
"10446282","17","57.498114"
"10446307","17","57.886988"
"10446309","17","58.015802"
"10446312","17","58.153239"
"10446334","17","58.73307"
"10446336","17","59.135672"
"10446341","17","59.156737"
"10446344","17","60.625432"
"10446346","17","61.499995"
"10446351","17","64.227415"
"10446376","17","64.950989"
"10446397","17","65.225541"
"10446402","17","66.13276"
"10446423","17","66.426873"
"10446425","17","66.435434"
"10446427","17","66.460886"
"10446441","17","66.47286"
"10446470","17","67.359825"
"10446473","17","68.046605"
"10446537","17","68.623167"
"10446545","17","69.113791"
"10446549","17","69.189764"
"10446553","17","69.50615"
"10446581","17","69.733318"
"10446587","17","69.766738"
"10446589","17","69.919781"
"10446592","17","70.318709"
"10446594","17","70.749474"
"10446596","17","70.774134"
"10446613","17","71.202413"
"10446615","17","71.225161"
"10446617","17","71.306464"
"10446619","17","71.368861"
"10446656","17","71.533318"
"10446679","17","71.876236"
"10446693","17","71.965235"
"10446713","17","71.990219"
"10446715","17","72.034505"
"10446739","17","72.131287"
"10446756","17","73.186044"
"10446763","17","73.267657"
"10446769","17","73.337138"
"10446771","17","73.511164"
"10446777","17","74.154204"
"10446785","17","74.738327"
"10446804","17","74.794959"
"10446821","17","74.886611"
"10446823","17","74.888854"
"10446833","17","74.927635"
"10446907","17","75.11709"
"10446928","17","75.404869"
"10446965","17","75.864953"
"10446984","17","76.06058"
"10446986","17","78.599826"
"10447004","4","78.890904"
"10447006","17","78.90748"
"10447023","17","79.151584"
"10447025","17","79.234929"
"10447036","17","79.258275"
"10447038","17","79.315842"
"10447042","17","79.336476"
"10447056","17","79.451246"
"10447065","17","80.01424"
"10447079","17","80.026017"
"10447082","17","80.112612"
"10447084","17","80.526811"
"10447093","17","80.615254"
"10447097","17","80.623829"
"10447100","17","80.689552"
"10447108","17","80.74688"
"10447118","17","81.127471"
"10447120","17","81.343972"
"10447125","17","82.754733"
"10447128","17","82.938598"
"10447130","17","83.614642"
"10447139","17","83.687877"
"10447141","17","83.750322"
"10447167","17","84.105539"
"10447188","17","84.220861"
"10447190","17","84.911235"
"10447222","17","85.023744"
"10447224","17","85.025836"
"10447239","17","85.082471"
"10447254","17","85.357339"
"10447264","17","85.427716"
"10447275","17","85.490066"
"10447286","17","85.897973"
"10447288","17","86.019921"
"10447294","17","86.567125"
"10447315","17","86.918058"
"10447317","17","87.153242"
"10447337","17","87.316755"
"10447341","17","87.362451"
"10447349","17","87.424908"
"10447354","17","87.477611"
"10447356","17","87.507019"
"10447361","17","87.682226"
"10447383","17","88.035319"
"10447395","17","88.07188"
"10447412","17","88.320435"
"10447415","17","88.349222"
"10447417","17","88.374415"
"10447429","17","88.530055"
"10447431","17","88.840098"
"10447437","17","88.929598"
"10447461","17","89.025949"
"10447467","17","89.068017"
"10447477","17","90.854061"
"10447480","17","91.487833"
"10447483","17","91.636111"
"10447486","17","92.06642"
"10447490","17","64.630355"
"10447502","17","93.598361"
"10447510","17","95.171271"
"10447513","17","95.234245"
"10447515","17","3.044014"
"10447517","17","3.064318"
"10447521","17","3.519231"
"10447530","17","3.63524"
"10447546","17","4.044658"
"10447551","17","5.410869"
"10447557","17","5.417323"
"10447560","17","5.481123"
"10447564","17","5.492838"
"10447566","15","102.493293"
"10447569","17","6.040718"
"10447589","17","6.121208"
"10447591","17","6.131836"
"10447594","17","6.648833"
"10447602","17","6.94248"
"10447617","17","7.099578"
"10447619","17","7.109065"
"10447629","17","7.159846"
"10447634","17","7.568141"
"10447643","17","7.578544"
"10447645","17","7.610406"
"10447647","17","7.633634"
"10447649","17","7.932083"
"10447668","17","8.231412"
"10447675","17","8.30831"
"10447688","17","8.486925"
"10447691","17","8.576915"
"10447693","17","8.717325"
"10447695","17","8.758803"
"10447697","17","9.360447"
"10447699","17","9.513365"
"10447702","17","9.614805"
"10447704","17","9.859362"
"10447708","17","10.399416"
"10447725","17","10.512525"
"10447729","17","10.512809"
"10447732","17","10.595878"
"10447740","17","11.9244"
"10447742","17","12.420487"
"10447773","17","12.612837"
"10447786","17","12.84174"
"10447799","17","12.875279"
"10447848","17","13.033943"
"10447860","17","13.081782"
"10447880","17","13.104221"
"10447885","17","13.116825"
"10447891","17","13.135756"
"10447897","17","13.159665"
"10447902","17","13.244187"
"10447904","17","13.301483"
"10447915","17","13.313399"
"10447917","17","13.442761"
"10447919","17","13.59191"
"10447921","17","13.72693"
"10447923","17","13.849457"
"10447933","17","13.880363"
"10447935","17","14.137945"
"10447938","17","14.332059"
"10447946","17","14.52612"
"10447951","17","14.804119"
"10447975","17","14.928948"
"10447977","17","14.955679"
"10448004","17","15.082012"
"10448016","17","15.132748"
"10448023","17","15.164116"
"10448030","17","15.458393"
"10448032","17","15.48649"
"10448034","17","15.504318"
"10448048","17","15.612685"
"10448055","17","15.658525"
"10448062","17","15.672029"
"10448064","17","15.680923"
"10448079","17","15.703125"
"10448081","17","15.941626"
"10448087","17","15.974513"
"10448089","17","17.482125"
